platform,source_file,product_id,search_keyword,model,title,price,rejection_reason,detail_status,product_url,description
joonggonara,dyson_vacuum_products.csv,223246212,다이슨 청소기,OMNI_GLIDE,다이슨 무선청소기 옴니 글라이드 부품용,45000,부품/고장품,not_requested,https://web.joongna.com/product/223246212,
joonggonara,dyson_vacuum_products.csv,221494275,다이슨 청소기,V6,다이슨 V6 무선청소기 본체만,30000,불완전상품,not_requested,https://web.joongna.com/product/221494275,
joonggonara,dyson_vacuum_products.csv,224725986,다이슨 청소기,제품군 공통,"[사기범공유-계좌변경] D` 102동601호dw (샥즈 오버핏 2+, 버즈3프로, 다이슨 청소기)",1000,가격 무효/자리표시,200,https://web.joongna.com/product/224725986,"아이디 계속 바꾸며 이런 저런 상품 계속 올립니다. 특징은 글을 직접 타이핑하지 않고 회색 이미지에 타이핑된 걸 올려요. 그 안에 번호 010 3261 8974,또는 카톡 아이디 ba3999 라는 정보가 들어있습니다. (더치트에 올라온거보니 sh로 시작하는 카톡 아이디도 있는듯) 일단 모든 카톡 프로필에 애기 사진, 애기 있는 가족적인 사진(다 전문가가 찍은 사진)걸려있습니다. 신고로 계좌가 막히니 새로운 계좌 뚫었네요 너네 잡힌다고 했잖아. (기존) 입금은행 : 카카오뱅크 예금주 : 김영원(주)NAVER 계좌번호 : 3333-082-551-288 (변경) 입금은행 : 카카오뱅크 예금주 : 황유빈 계좌번호 : 3333-30-6227727 수법은 메시지 보내면 안전결제라며 외부 링크 따로 보내주고 카뱅으로 입금하게 합니다. 안전결제라며 http://pay.cafe.naver1.jonggo80.com/ 이런 이상한 주소줍니다. 보시면 네이버 뒤에 1이 붙어 있죠? 카뱅이나 토스 어플로는 하지 말라고 합니다. 입금 후 수수료를 안보냈다며 금액이 맞지 않아 환불이 안되니 다시 입금해주면 처음건 자동 환불된다 하고 그 다음은 다른 사유를 대며 또 추가 입금을 요구합니다. 중고나라 피해사려 검색에서는 아직 안걸러질 수 있으니 꼭 ‘더치트’에서 계좌번호 검색하세요. 중고나라 이상거래 신고해도 빨리 처리는 안되는듯해 올립니다.하루에 1-2건씩 피해가 올라오는것 같네요. 피해입으시면 저처럼 꼭 사이버범죄 신고시스템이나 경찰서에 먼저 신고부터 하시고 이후 고소나 민사 진행하시면 됩니다. 현재 다른 피해자분들과 함께 공유하며 수사 진행 중입니다. 아! 중고나라 말고도 네이버 블로그나 카카오를 통해서도 사기친다고 신고 올라왔으니 꼭 잘 살피십시오. 너 아이디 바뀔때마다 신고하고 글 올릴거다. 나 3월까지 휴가라고 했다. 돈 찾는것 보다 니 얼굴 보는게 목적이다. P.s 너네 잡힌다고 했잖아. 이걸 머리라고 쓴거야?ㅉㅉㅉ법도 모르면서 그렇게 아는 법용어 막 쓰면 사람들이 무서워하디? 나 겁네 웃었네. 니들이 사람들한테 보낸 그 법으로 협박한 톡 내용ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 맞는게 하나도 없어ㅋ꙼̈ㅋ꙼̈ 무식하면 다물자. 니들이한게 협박이야ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 26년에 제일 웃겼다ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 댓글 참고 https://cafe.naver.com/joonggonara/1124297961"
joonggonara,dyson_vacuum_products.csv,224722629,다이슨 청소기,V8,"다이슨 v8 청소기 모터, 트리거 정상작동 외관파손 메인바디 본체 부품용",5000,부품/고장품,not_requested,https://web.joongna.com/product/224722629,
joonggonara,dyson_vacuum_products.csv,224679379,다이슨 청소기,제품군 공통,"[사기범공유-계좌변경] eee 송파다이노스 상품 결제하지 마세요(샥즈 오버핏 2+, 버즈3프로, 다이슨 청소기)",1000,가격 무효/자리표시,200,https://web.joongna.com/product/224679379,"아이디 계속 바꾸며 이런 저런 상품 계속 올립니다. 특징은 글을 직접 타이핑하지 않고 회색 이미지에 타이핑된 걸 올려요. 그 안에 번호 010 3261 8974,또는 카톡 아이디 ba3999 라는 정보가 들어있습니다. (더치트에 올라온거보니 sh로 시작하는 카톡 아이디도 있는듯) 일단 모든 카톡 프로필에 애기 사진, 애기 있는 가족적인 사진(다 전문가가 찍은 사진)걸려있습니다. 신고로 계좌가 막히니 새로운 계좌 뚫었네요 너네 잡힌다고 했잖아. 이걸 머리라고 쓴거야?ㅉㅉㅉ (기존) 입금은행 : 카카오뱅크 예금주 : 김영원(주)NAVER 계좌번호 : 3333-082-551-288 (변경) 입금은행 : 카카오뱅크 예금주 : 황유빈 계좌번호 : 3333-30-6227727 수법은 메시지 보내면 안전결제라며 외부 링크 따로 보내주고 카뱅으로 입금하게 합니다. 안전결제라며 http://pay.cafe.naver1.jonggo80.com/ 이런 이상한 주소줍니다. 보시면 네이버 뒤에 1이 붙어 있죠? 카뱅이나 토스 어플로는 하지 말라고 합니다. 입금 후 수수료를 안보냈다며 금액이 맞지 않아 환불이 안되니 다시 입금해주면 처음건 자동 환불된다 하고 그 다음은 다른 사유를 대며 또 추가 입금을 요구합니다. 중고나라 피해사려 검색에서는 아직 안걸러질 수 있으니 꼭 ‘더치트’에서 계좌번호 검색하세요. 중고나라 이상거래 신고해도 빨리 처리는 안되는듯해 올립니다.하루에 1-2건씩 피해가 올라오는것 같네요. 피해입으시면 저처럼 꼭 사이버범죄 신고시스템이나 경찰서에 먼저 신고부터 하시고 이후 고소나 민사 진행하시면 됩니다. 현재 다른 피해자분들과 함께 공유하며 수사 진행 중입니다. 아! 중고나라 말고도 네이버 블로그나 카카오를 통해서도 사기친다고 신고 올라왔으니 꼭 잘 살피십시오. 너 아이디 바뀔때마다 신고하고 글 올릴거다. 나 3월까지 휴가라고 했다. 돈 찾는것 보다 니 얼굴 보는게 목적이다. P.s 너네 잡힌다고 했잖아. 이걸 머리라고 쓴거야?ㅉㅉㅉ법도 모르면서 그렇게 아는 법용어 막 쓰면 사람들이 무서워하디? 나 겁네 웃었네. 니들이 사람들한테 보낸 그 법으로 협박한 톡 내용ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 맞는게 하나도 없어ㅋ꙼̈ㅋ꙼̈ 무식하면 다물자. 니들이한게 협박이야ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 26년에 제일 웃겼다ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ㅋ꙼̈ 댓글 참고 https://cafe.naver.com/joonggonara/1124297961"
joonggonara,dyson_vacuum_products.csv,224236338,다이슨 청소기,V11,다이슨 V11 애니멀 본체+충전기+청소봉 일괄 판매,90000,액세서리/소모품 단품,not_requested,https://web.joongna.com/product/224236338,
joonggonara,dyson_vacuum_products.csv,224155918,다이슨 청소기,V8,다이슨 V8 무선청소기 배터리팩 본체만팝니다,37000,불완전상품,not_requested,https://web.joongna.com/product/224155918,
joonggonara,dyson_vacuum_products.csv,224152609,다이슨 청소기,SV12,다이슨 SV12 무선청소기(부품용) 판매합니다~~,17000,부품/고장품,not_requested,https://web.joongna.com/product/224152609,
joonggonara,dyson_vacuum_products.csv,223963205,다이슨 청소기,제품군 공통,다이슨 무선청소기 부품용,40000,부품/고장품,200,https://web.joongna.com/product/223963205,"다이슨 무선 청소기 부품용 판매합니다. 본체 3대와 스틱 1개, 충전기 1개 있습니다. 일괄 4만원에 판매합니다. 네고 가능하며 일주일 내에 가장 높은 금액을 말씀하시는 분께 판매하겠습니다. 연락처는 010-6팔팔6-14공6 입니다."
joonggonara,dyson_vacuum_products.csv,223694061,다이슨 청소기,제품군 공통,캐스돈 다이슨 청소기 장난감 판매합니다.,22222,장난감/모형,200,https://web.joongna.com/product/223694061,새 상품 사서 여아 혼자 사용하였습니다. 상태 좋고 작동 잘 돼요.
joonggonara,dyson_vacuum_products.csv,223502520,다이슨 청소기,V8,다이슨 V8 무선청소기 미개봉 새상품,490000,거래 목적 불일치,200,https://web.joongna.com/product/223502520,"새제품 다이슨 V8 무선청소기 미개봉 상태로 판매합니다. 정가 579,000원 제품이고 완전 새 상품이라 안심하고 구매하셔도 됩니다! 정품 박스 미개봉 새상품 그대로구요~ 제품등록도 안한 상태여서, 등록하시면 5만원 상당 액세서리도 준다네요 인터넷에 판매하는 30만원 짜리 v8은 다이슨코리아 정식 판매제품 아닙니다 이 상품은 다이슨 코리아 정품이라 2년 무상보증, 제품 무료대여, 72시간 내 수리 제품 등록 시 5만원여 악세사리 증정 다 가능합니다 사실분만 연락 주세요~~"
joonggonara,dyson_vacuum_products.csv,223402270,다이슨 청소기,SV10,다이슨 SV10 무선청소기(부품용) 판매합니다~~,21000,부품/고장품,not_requested,https://web.joongna.com/product/223402270,
joonggonara,dyson_vacuum_products.csv,223286852,다이슨 청소기,V8,정품)다이슨 V8 무선청소기,12345,가격 무효/자리표시,200,https://web.joongna.com/product/223286852,"정품 다이슨 V8 앱솔루트 무선청소기 판매합니다 다이슨 V8은 싸이클론 기술로 미세먼지까지 효과적으로 제거해줍니다. 비품으로 배터리 한번 교환했었고, 현재 배터리 거의 방전되서 교환해서 쓰셔야해서 저렴히 올립니다. 사진에 보시는것처럼 봉에 생활 기스 많아요.(쓰시는덴 상관없지만 신경쓰이시면 봉만 중고거래하셔서 쓰셔도 좋을듯합니다) 거치대 미포함입니다. 쿨거래 하시면 택배비 제가요 예민하신분은 패스해주세요 거래중입니다"
joonggonara,dyson_vacuum_products.csv,223246212,다이슨 청소기,OMNI_GLIDE,다이슨 무선청소기 옴니 글라이드 부품용,45000,부품/고장품,not_requested,https://web.joongna.com/product/223246212,
joonggonara,dyson_vacuum_products.csv,221494275,다이슨 청소기,V6,다이슨 V6 무선청소기 본체만,30000,불완전상품,not_requested,https://web.joongna.com/product/221494275,
joonggonara,dyson_vacuum_products.csv,222813978,다이슨 청소기,V7,다이슨 v7 v6 무선청소기 방전배터리 부품용 각오천,5000,부품/고장품,not_requested,https://web.joongna.com/product/222813978,
joonggonara,dyson_vacuum_products.csv,223049017,다이슨 청소기,제품군 공통,다이슨 무선청소기 본체,45000,부품/고장품,200,https://web.joongna.com/product/223049017,충전기없어서상태모름부품용득템하세요 손가락으로작동하는부분이 들어간거같네요
joonggonara,dyson_vacuum_products.csv,223078883,다이슨 청소기,V10,정품 다이슨 v10 무선청소기 싸이클론 집진기 필터 레드 본체 부품용,25000,부품/고장품,not_requested,https://web.joongna.com/product/223078883,
joonggonara,dyson_vacuum_products.csv,223064176,다이슨 청소기,SV18,"다이슨 디지털 슬림 컴플리트 무선청소기+정품거치대 판매(다이슨코리아정품,SV18)",12345,가격 무효/자리표시,200,https://web.joongna.com/product/223064176,"신세계백화점(하남점)에서 구입한 '다이슨코리아'정품 제품입니다. 문제발생시 A/S도 확실하고 정말 좋은 컨디션의 제품으로 직접 보시고 구입하시는 걸 추천드립니다. 로청 사용으로 사용빈도가 거의 없어 정리차원에서 판매합니다. 가정에서 사용하시기에 이만한 제품이 없다고 생각합니다. 잠실 다이슨 프리미엄 센터에 들러 정상작동 확인하였으며 클리닝 서비스를 받아 먼지통 역시 청소가 되서 바로 사용가능합니다. 현재도 공홈 판매중인 디지털 슬림 무선청소기 풀셋이라고 보시면 될 꺼 같습니다. 거치대 역시 정품 거치대입니다. [판매제품의 설명] - 다이슨 코리아 정품 '디지털 슬림 컴플리트'+정품 거치대 - 모델명 : SV18 - 슬림 플러피 클리너 헤드, 콤비네이션 툴, 크레비스 툴, 미니 모터 툴(미사용) - 1.9kg의 가벼운 청소기, 100W의 강력한 흡입력 에눌 관련 문의에 대해서는 답변드리지 않습니다. 참고로 공홈 새제품 가격은 디지털 슬림+스탠드형 충전 거치대=699000원 입니다. 직거래시 방문해주실 곳은 '노원구 포레나 노원 정문(마들역근처)'입니다. 직거래시 당일거래가 아닌 경우 예약이 불가합니다. (며칠을 기다렸지만 잠수타시는 분들이 다수 계심) 먼저 방문주신 분께 판매가능하니 방문가능한 날 당일에 판매가능여부를 문의주세요 제품의 무게와 부피가 있어 택배는 불가하며 직거래만 가능합니다. 차량으로 오시는 경우 아파트단지 지하주차장 및 단지 정문 앞에서 거래가능합니다. 늦은 시간에도 방문주시면 거래가 가능하니 편하게 연락주세요."
joonggonara,dyson_vacuum_products.csv,223064201,다이슨 청소기,SV18,"다이슨 디지털 슬림 컴플리트 무선청소기+정품거치대 판매(다이슨코리아정품,SV18)",12345,가격 무효/자리표시,200,https://web.joongna.com/product/223064201,"신세계백화점(하남점)에서 구입한 '다이슨코리아'정품 제품입니다. 문제발생시 A/S도 확실하고 정말 좋은 컨디션의 제품으로 직접 보시고 구입하시는 걸 추천드립니다. 로청 사용으로 사용빈도가 거의 없어 정리차원에서 판매합니다. 가정에서 사용하시기에 이만한 제품이 없다고 생각합니다. 잠실 다이슨 프리미엄 센터에 들러 정상작동 확인하였으며 클리닝 서비스를 받아 먼지통 역시 청소가 되서 바로 사용가능합니다. 현재도 공홈 판매중인 디지털 슬림 무선청소기 풀셋이라고 보시면 될 꺼 같습니다. 거치대 역시 정품 거치대입니다. [판매제품의 설명] - 다이슨 코리아 정품 '디지털 슬림 컴플리트'+정품 거치대 - 모델명 : SV18 - 슬림 플러피 클리너 헤드, 콤비네이션 툴, 크레비스 툴, 미니 모터 툴(미사용) - 1.9kg의 가벼운 청소기, 100W의 강력한 흡입력 에눌 관련 문의에 대해서는 답변드리지 않습니다. 참고로 공홈 새제품 가격은 디지털 슬림+스탠드형 충전 거치대=699000원 입니다. 직거래시 방문해주실 곳은 '노원구 포레나 노원 정문(마들역근처)'입니다. 직거래시 당일거래가 아닌 경우 예약이 불가합니다. (며칠을 기다렸지만 잠수타시는 분들이 다수 계심) 먼저 방문주신 분께 판매가능하니 방문가능한 날 당일에 판매가능여부를 문의주세요 제품의 무게와 부피가 있어 택배는 불가하며 직거래만 가능합니다. 차량으로 오시는 경우 아파트단지 지하주차장 및 단지 정문 앞에서 거래가능합니다. 늦은 시간에도 방문주시면 거래가 가능하니 편하게 연락주세요."
joonggonara,dyson_vacuum_products.csv,222441324,다이슨 청소기,V11,다이슨청소기 V11 부품용으로 판매합니다,45000,부품/고장품,not_requested,https://web.joongna.com/product/222441324,
joonggonara,dyson_vacuum_products.csv,221349838,다이슨 청소기,V8,다이슨 V8 무선청소기 새제품+거치대,12345,가격 무효/자리표시,200,https://web.joongna.com/product/221349838,"안녕하세요, 다이슨 청소기 v8 새제품+거치대(별도 구매한 것) 판매합니다. 링크 참고 부탁드립니다. https://www.dyson.co.kr/dyson-v8?utm_source=naver&utm_medium=cpc&utm_campaign=shoppingnaver&NaPm=ct%3Dmhfsgicw%7Cci%3Dc7eecbce7329fd154fe88c833d807589c5490b90%7Ctr%3Dbrcbb%7Csn%3D940872%7Chk%3D15dc1e5cf0166a11cb8b5f6728f33b9465ad910c 저희 집에 오셔서 가져가시면 됩니다. (신금호역 부근 아파트) 가격: 30만원 감사합니다."
joonggonara,dyson_vacuum_products.csv,221878239,다이슨 청소기,V10,다이슨무선청소기 v10싸이클론 부품용,6000,부품/고장품,not_requested,https://web.joongna.com/product/221878239,
joonggonara,dyson_vacuum_products.csv,221877174,다이슨 청소기,V10,다이슨 V10 무선청소기 본체 부품용,30000,부품/고장품,not_requested,https://web.joongna.com/product/221877174,
joonggonara,dyson_vacuum_products.csv,221766277,다이슨 청소기,V8,정품 다이슨 v8 v7 무선청소기 본체 싸이클론 단품 필터 포함 부품용,15000,부품/고장품,not_requested,https://web.joongna.com/product/221766277,
joonggonara,dyson_vacuum_products.csv,221661655,다이슨 청소기,V10,다이슨 V10 무선청소기 부품용,16000,부품/고장품,not_requested,https://web.joongna.com/product/221661655,
joonggonara,dyson_vacuum_products.csv,218975534,다이슨 청소기,V10,다이슨무선청소기v10.v11도킹스테이션 부품용,10000,부품/고장품,not_requested,https://web.joongna.com/product/218975534,
joonggonara,dyson_vacuum_products.csv,219990303,다이슨 청소기,V6,다이슨 V6 V7 V8 무선청소기 배터리 고장 부품용,55000,부품/고장품,not_requested,https://web.joongna.com/product/219990303,
joonggonara,dyson_vacuum_products.csv,220429010,다이슨 청소기,제품군 공통,(유아장난감)다이슨장난감/청소기장난감/상태최상/무료배송,20000,장난감/모형,200,https://web.joongna.com/product/220429010,아이가 한동안 잘가져놀았던 캐스돈 다이슨 Cord-free Vacuum 청소기 장난감 내놓아요 재밌게 청소놀이 할수있어서 어린유아들 갖고놀기 좋은 장난감이에요 박스와 설명서 추가부품 모두있어서 사용법 파악하기도 수월하고 좋아요 상태좋은편이지만 까다로운 예민맘들은 정중히 사양합니다 네고.환불은 안되니 구매하실분만 톡 부탁 드립니다 🙏 필요하신분은 연락주세요 ^^
joonggonara,dyson_vacuum_products.csv,220061395,다이슨 청소기,제품군 공통,다이슨 60 무선 청소기 부품용 3만원 팝니다,30000,부품/고장품,200,https://web.joongna.com/product/220061395,"다이슨 60 무선 청소기 부품용 3만원 팝니다 작동에 문제 없지만 사진의 필터 교체가 필요하여 부품용으로 팝니다 호환품 배터리 이지만 교환한지 얼마 되지 않아 사용에도 문제 없습니다 사용감 있고 생활 기스는 있습니다~ 민감 하신분은 거절 합니다 직접 가져가시는 조건입니다! 거래는 부피가 있어서 직거래만 가능합니다 직거래는 저희집 오셔서 직접 가지고 가셔야 됩니다 장소는 강일동 강일리버파크 3단지 입니다 세부 주소는 거래 확정되면 알려 드리겠습니다. 택배거래도 가능하나 이유불문 반품 및 환불 불가 조건으로만 가능합니다 택배비 6,000원 추가 있습니다 문의는 문자 주세요 평일 낮시간은 일하는 중이라 답변이 늦을수 있습니다"
joonggonara,dyson_vacuum_products.csv,220088309,다이슨 청소기,V11,다이슨 청소기 v11 고장품 팝니다 택포,60000,부품/고장품,not_requested,https://web.joongna.com/product/220088309,
joonggonara,dyson_vacuum_products.csv,219165854,다이슨 청소기,V7,다이슨 무선청소기 v7 본체만 ( 6만원 택배시 6천원 추가 ).,60000,불완전상품,not_requested,https://web.joongna.com/product/219165854,
joonggonara,dyson_vacuum_products.csv,218837393,다이슨 청소기,V11,다이슨무선청소기 v11메인모터 작동안되는(부품용),10000,부품/고장품,not_requested,https://web.joongna.com/product/218837393,
joonggonara,dyson_vacuum_products.csv,218682719,다이슨 청소기,V11,다이슨무선청소기 v11 메인모터.하우징.싸이클론.먼지통.배터리.헤파필터,12345,가격 무효/자리표시,200,https://web.joongna.com/product/218682719,"📢 제목에 ""제조사/ 브랜드 명""과 ""상품명(ex. 3000시리즈 전동 면도기)”을 넣어 작성하면, 보다 빠른 판매가 가능합니다! 📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
joonggonara,dyson_vacuum_products.csv,218666007,다이슨 청소기,제품군 공통,다이슨 청소 브러쉬 소품 충전기치대 일괄,15000,액세서리/소모품 단품,200,https://web.joongna.com/product/218666007,"📢 제목에 ""제조사/ 브랜드 명""과 ""상품명(ex. 3000시리즈 전동 면도기)”을 넣어 작성하면, 보다 빠른 판매가 가능합니다! 📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다! 다이슨 청소 브러쉬 소품 충전기치대 일괄 입니다 모두 드립니다 직거래 및 택배거래 가능합니다 🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨"
joonggonara,dyson_vacuum_products.csv,218665497,다이슨 청소기,V7,다이슨 V7 청소기 본체 부품용,20000,부품/고장품,not_requested,https://web.joongna.com/product/218665497,
joonggonara,dyson_vacuum_products.csv,218396455,다이슨 청소기,V8,다이슨무선청소기 v8.v10.v11 정품배터리,12345,가격 무효/자리표시,200,https://web.joongna.com/product/218396455,"📢 제목에 ""제조사/ 브랜드 명""과 ""상품명(ex. 3000시리즈 전동 면도기)”을 넣어 작성하면, 보다 빠른 판매가 가능합니다! 📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!"
joonggonara,dyson_vacuum_products.csv,218315517,다이슨 청소기,V10,다이슨 v10 앱솔루트 청소기 (국내 정품),12345,가격 무효/자리표시,200,https://web.joongna.com/product/218315517,"다이슨 v10 앱솔루트 (정품 등록 완료) 박스만 없고 풀구성& 설명서 기본 브러쉬 툴만 사용했고, 다른 툴은 미사용 완충 상태입니다. 로봇 청소기 사용중이라 다이슨은 10번 미만으로 사용 분리해서 보관중이며, 흡입력 좋고 깨끗하고 상태 좋습니다. 봉 앞 쪽에 기스가 있는데 기스 방지 스티커 붙여 놨어요. (기스 사진 첨부) 거치대 없이도 벽에 잘 세워져요. 삼송역 근처 직거래만 가능 거래후 반품, 환불 불가합니다."
joonggonara,medicube_booster_pro_products.csv,231399071,메디큐브 부스터 프로,BOOSTER_PRO,[박스미개봉 새상품] 메디큐브 에이지알 부스터 프로+ 울트라튠+토너 스프레이 4종 풀세트,400000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/231399071,
joonggonara,medicube_booster_pro_products.csv,231731555,메디큐브 부스터 프로,BOOSTER_PRO,(박스미개봉 정품) 메디큐브 에이지알 부스터 프로 라벤더 + 울트라튠 + 글루타치온 앰플 세트,198000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/231731555,
joonggonara,medicube_booster_pro_products.csv,231596852,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 3종 세트 (부스터프로/하이포커스/브이롤러),320000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/231596852,
joonggonara,medicube_booster_pro_products.csv,228240743,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 EMS 부스터 프로 미니 플러스+브이롤러 헤드 핑크,140000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/228240743,
joonggonara,medicube_booster_pro_products.csv,230979805,메디큐브 부스터 프로,BOOSTER_PRO,(박스미개봉 정품) 메디큐브 에이지알 부스터 프로 라벤더 + 울트라튠 + 글루타치온 앰플 세트,396000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/230979805,
joonggonara,medicube_booster_pro_products.csv,231494347,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 브이롤러 / 부스터 프로 미니 플러스,100000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/231494347,
joonggonara,medicube_booster_pro_products.csv,229706882,메디큐브 부스터 프로,BOOSTER_PRO,(박스미개봉 정품) 메디큐브 에이지알 부스터 프로 라벤더 + 울트라튠 + 글루타치온 앰플 세트,198000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/229706882,
joonggonara,medicube_booster_pro_products.csv,229315367,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로미니+브이롤러 뷰티디바이스,75000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/229315367,
joonggonara,medicube_booster_pro_products.csv,230557625,메디큐브 부스터 프로,BOOSTER_PRO_MINI,미개봉 메디큐브 에이지알 부스터프로 미니플러스 짱구 에디션+선크림 50ml 미개봉 새상품,123456,가격 무효/자리표시,200,https://web.joongna.com/product/230557625,✔️안심거래만가능. 네고사절X 직거래는 안하는점 양해부탁드립니다. ✔️메디큐브 에이지알 부스터프로 미니 플러스 짱구에디션 (구성 미니플러스+헤어밴드+파우치) 미개봉 새상품 ❗️구매시 (타사제품 비건제품 ) ondo 선 클로토 아이스핏 쿨링 선스크린 50ml 함께드립니다. 미개봉 유통기한 28년5월19일까지 선물받은제품입니다. ✔️123.456에판매.배송비4천원별도.네고사절X ✔️교환불가X환불불가❌ ✔️설명과 금액 확인하신후 꼭확실히 구매하실분만 안심결제주세요. 사진도용시 신고
joonggonara,medicube_booster_pro_products.csv,229715442,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터 프로 미니 플러스 마이멜로디 + 브이롤러,100000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/229715442,
joonggonara,medicube_booster_pro_products.csv,228092715,메디큐브 부스터 프로,BOOSTER_PRO,"메디큐브 하이포커스, 울트라튠. 유쎄라딥샷, 부스터프로",170000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/228092715,
joonggonara,medicube_booster_pro_products.csv,227450530,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 EMS 부스터 브이롤러 (부스터프로 미니 플러스+브이롤러 헤드),130000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/227450530,
joonggonara,medicube_booster_pro_products.csv,226924737,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로 미니플러스 브이롤러세트,150000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/226924737,
joonggonara,medicube_booster_pro_products.csv,225238598,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 부스터프로 및 울트라튠 40.68 일괄판매,200000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/225238598,
joonggonara,medicube_booster_pro_products.csv,225221995,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 브이롤러 부스터 프로 미니,100000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/225221995,
joonggonara,medicube_booster_pro_products.csv,225090570,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 에이지알 부스터 프로 세트 + 아이샷 홈케어 미용기기,120000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/225090570,
joonggonara,medicube_booster_pro_products.csv,224071264,메디큐브 부스터 프로,BOOSTER_PRO_MINI,메디큐브 부스터프로미니+브이롤러+젤+앰플,120000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/224071264,
joonggonara,medicube_booster_pro_products.csv,223065491,메디큐브 부스터 프로,BOOSTER_PRO,"가격인하)메디큐브 부스터 프로, 울트라튠, 엠플",400000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/223065491,
joonggonara,medicube_booster_pro_products.csv,223065491,메디큐브 부스터 프로,BOOSTER_PRO,"가격인하)메디큐브 부스터 프로, 울트라튠, 엠플",400000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/223065491,
joonggonara,medicube_booster_pro_products.csv,222806572,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 부스터프로 키티에디션 미개봉(판매완료),12345,가격 무효/자리표시,200,https://web.joongna.com/product/222806572,"메디큐브 부스터프로 키티에디션 새상품 판매해요. 사진찍으려고 겉박스만 오픈했어요. 미개봉이나 다름없어요. 일반택배로 보내드려요. 구매 가격 그대로 판매합니다. 받은 그대로 포장해서 보내드릴게요. 구매 후 반품,환불 불가입니다. 궁금한 점 문의주세요. (직거래 판매완료)"
joonggonara,medicube_booster_pro_products.csv,222322406,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 에이지알 부스터 프로 ems 에어샷 더마샷 블랙,150000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/222322406,
joonggonara,medicube_booster_pro_products.csv,222114450,메디큐브 부스터 프로,제품군 공통,메디큐브 에이지알 부스터 미니프로,50000,검색어 오탐/타제품,200,https://web.joongna.com/product/222114450,메디큐브 미니 전동칫솔이에요. 박스와 함께 깔끔한 상태로 보관되어 있어서 상태 좋습니다. 소형이라 휴대하기 편해요!
joonggonara,medicube_booster_pro_products.csv,220298162,메디큐브 부스터 프로,BOOSTER_PRO,"메디큐브 부스터프로,울트라튠,하이포커스샷 3종",450000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/220298162,
joonggonara,medicube_booster_pro_products.csv,220840454,메디큐브 부스터 프로,BOOSTER_PRO,25년10월 메디큐브 에이지알 부스터프로 하이포커스샷,487000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/220840454,
joonggonara,medicube_booster_pro_products.csv,220893051,메디큐브 부스터 프로,BOOSTER_PRO,메디큐브 부스터프로 + 하이포커스샷 + 에어샷,270000,검색어 오탐/타제품,not_requested,https://web.joongna.com/product/220893051,
